 Id G C R silaba Spearman_log Spearman_log_smooth Pearson_log_smooth Spearman_all Spearman_smooth_all
144 144,0 24000,0 2,0677792580068936e-07 28000,0 3,576958281393942e+148 0,8217207423020508 0,8632418683963129 0,8555297128251143 0,8812814270091194 0,9683490475042982
145 145,0 24000,0 2,0677792580068936e-07 29000,0 3,576958281393942e+148 0,8210873643846618 0,862794047922401 0,8544962376464027 0,880814054992767 0,9679759632420807
146 146,0 24000,0 2,0677792580068936e-07 30000,0 3,576958281393942e+148 0,820525414532858 0,8621409362400647 0,8533820693785436 0,8803686758598874 0,9675950734377377
147 147,0 24000,0 2,0677792580068936e-07 31000,0 3,576958281393942e+148 0,8200921724660255 0,8615158295337965 0,8525766912927545 0,8799068333186516 0,9672556566039849
148 148,0 24000,0 2,0677792580068936e-07 32000,0 3,576958281393942e+148 0,8197698804222722 0,8608816460113549 0,8515612401097344 0,8794642716003638 0,9668750720316283
149 149,0 24000,0 2,0677792580068936e-07 33000,0 3,576958281393942e+148 0,8193641012781713 0,8603960343946013 0,8506650744240852 0,8790182521284905 0,9664965718873694
150 150,0 24000,0 2,0677792580068936e-07 34000,0 3,576958281393942e+148 0,8190797713788591 0,859867078815558 0,8495145600906366 0,8785881518497632 0,9660793957868162
151 151,0 24000,0 2,0677792580068936e-07 35000,0 3,576958281393942e+148 0,8186241164422484 0,8596044026701773 0,8491728437231278 0,8781560317641254 0,9656715082700453
152 152,0 24000,0 2,0677792580068936e-07 36000,0 3,576958281393942e+148 0,8183172070865125 0,8592824437576154 0,8486414680078276 0,8777294072295875 0,9652752116259029
153 153,0 24000,0 2,0677792580068936e-07 37000,0 3,576958281393942e+148 0,8178611218164847 0,8588734663363707 0,8480377150604066 0,8773026328373701 0,964902313453075
154 154,0 24000,0 2,0677792580068936e-07 38000,0 3,576958281393942e+148 0,8175063089614181 0,8582656350801473 0,8474079901668772 0,8768872009857709 0,9645183316146726
155 155,0 24000,0 2,0677792580068936e-07 39000,0 3,576958281393942e+148 0,8169618059512791 0,8577726151991693 0,8467873591301655 0,8764821124311045 0,9641496556285362
156 156,0 24000,0 1,5831434944115283e-07 1000,0 3,576958281393942e+148 0,8270010380207639 0,8691339968121938 0,8653421620852829 0,8916188058443271 0,9712044428070089
