 Id G C R silaba Spearman_log Spearman_all Spearman_smooth_all
360 9 24000 550000000 9000 0 0,686 0,797 0,911
361 9 24000 550000000 9000 2 0,795 0,797 0,911
362 9 24000 550000000 9000 4 0,827 0,797 0,911
363 9 24000 550000000 9000 6 0,882 0,797 0,911
364 9 24000 550000000 9000 8 0,848 0,797 0,911
365 9 24000 550000000 9000 10 0,573 0,797 0,911
366 9 24000 550000000 9000 12 0,696 0,797 0,911
367 9 24000 550000000 9000 14 0,773 0,797 0,911
368 9 24000 550000000 9000 16 0,696 0,797 0,911
369 9 24000 550000000 9000 18 0,804 0,797 0,911
370 9 24000 550000000 9000 20 0,589 0,797 0,911
371 9 24000 550000000 9000 22 0,779 0,797 0,911
372 9 24000 550000000 9000 24 0,818 0,797 0,911
373 9 24000 550000000 9000 26 0,845 0,797 0,911
374 9 24000 550000000 9000 28 0,831 0,797 0,911
375 9 24000 550000000 9000 30 0,840 0,797 0,911
376 9 24000 550000000 9000 32 0,834 0,797 0,911
377 9 24000 550000000 9000 34 0,849 0,797 0,911
378 9 24000 550000000 9000 36 0,864 0,797 0,911
379 9 24000 550000000 9000 38 0,864 0,797 0,911
380 9 24000 550000000 9000 40 0,889 0,797 0,911
381 9 24000 550000000 9000 42 0,969 0,797 0,911
382 9 24000 550000000 9000 44 0,932 0,797 0,911
383 9 24000 550000000 9000 46 0,705 0,797 0,911
384 9 24000 550000000 9000 48 0,786 0,797 0,911
385 9 24000 550000000 9000 50 0,776 0,797 0,911
386 9 24000 550000000 9000 52 0,728 0,797 0,911
387 9 24000 550000000 9000 54 0,858 0,797 0,911
388 9 24000 550000000 9000 56 0,814 0,797 0,911
389 9 24000 550000000 9000 58 0,777 0,797 0,911
390 9 24000 550000000 9000 60 0,792 0,797 0,911
391 9 24000 550000000 9000 62 0,637 0,797 0,911
392 9 24000 550000000 9000 64 0,758 0,797 0,911
393 9 24000 550000000 9000 66 0,817 0,797 0,911
394 9 24000 550000000 9000 68 0,784 0,797 0,911
395 9 24000 550000000 9000 70 0,707 0,797 0,911
396 9 24000 550000000 9000 72 0,717 0,797 0,911
397 9 24000 550000000 9000 74 0,821 0,797 0,911
398 9 24000 550000000 9000 76 0,815 0,797 0,911
399 9 24000 550000000 9000 78 0,855 0,797 0,911
400 10 24000 600000000 7000 0 0,694 0,799 0,915
401 10 24000 600000000 7000 2 0,779 0,799 0,915
402 10 24000 600000000 7000 4 0,808 0,799 0,915
403 10 24000 600000000 7000 6 0,889 0,799 0,915
404 10 24000 600000000 7000 8 0,844 0,799 0,915
405 10 24000 600000000 7000 10 0,574 0,799 0,915
406 10 24000 600000000 7000 12 0,690 0,799 0,915
407 10 24000 600000000 7000 14 0,764 0,799 0,915
408 10 24000 600000000 7000 16 0,706 0,799 0,915
409 10 24000 600000000 7000 18 0,807 0,799 0,915
410 10 24000 600000000 7000 20 0,561 0,799 0,915
411 10 24000 600000000 7000 22 0,778 0,799 0,915
412 10 24000 600000000 7000 24 0,817 0,799 0,915
413 10 24000 600000000 7000 26 0,599 0,799 0,915
414 10 24000 600000000 7000 28 0,831 0,799 0,915
415 10 24000 600000000 7000 30 0,824 0,799 0,915
416 10 24000 600000000 7000 32 0,759 0,799 0,915
417 10 24000 600000000 7000 34 0,831 0,799 0,915
418 10 24000 600000000 7000 36 0,866 0,799 0,915
419 10 24000 600000000 7000 38 0,872 0,799 0,915
420 10 24000 600000000 7000 40 0,854 0,799 0,915
421 10 24000 600000000 7000 42 0,970 0,799 0,915
422 10 24000 600000000 7000 44 0,934 0,799 0,915
423 10 24000 600000000 7000 46 0,685 0,799 0,915
424 10 24000 600000000 7000 48 0,779 0,799 0,915
425 10 24000 600000000 7000 50 0,720 0,799 0,915
426 10 24000 600000000 7000 52 0,736 0,799 0,915
427 10 24000 600000000 7000 54 0,856 0,799 0,915
428 10 24000 600000000 7000 56 0,665 0,799 0,915
429 10 24000 600000000 7000 58 0,605 0,799 0,915
430 10 24000 600000000 7000 60 0,786 0,799 0,915
431 10 24000 600000000 7000 62 0,728 0,799 0,915
432 10 24000 600000000 7000 64 0,764 0,799 0,915
433 10 24000 600000000 7000 66 0,849 0,799 0,915
434 10 24000 600000000 7000 68 0,791 0,799 0,915
435 10 24000 600000000 7000 70 0,733 0,799 0,915
436 10 24000 600000000 7000 72 0,709 0,799 0,915
437 10 24000 600000000 7000 74 0,828 0,799 0,915
438 10 24000 600000000 7000 76 0,806 0,799 0,915
439 10 24000 600000000 7000 78 0,813 0,799 0,915
440 11 24000 600000000 7500 0 0,697 0,799 0,914
441 11 24000 600000000 7500 2 0,780 0,799 0,914
442 11 24000 600000000 7500 4 0,811 0,799 0,914
443 11 24000 600000000 7500 6 0,889 0,799 0,914
444 11 24000 600000000 7500 8 0,842 0,799 0,914
445 11 24000 600000000 7500 10 0,572 0,799 0,914
446 11 24000 600000000 7500 12 0,686 0,799 0,914
447 11 24000 600000000 7500 14 0,768 0,799 0,914
448 11 24000 600000000 7500 16 0,689 0,799 0,914
449 11 24000 600000000 7500 18 0,812 0,799 0,914
450 11 24000 600000000 7500 20 0,561 0,799 0,914
451 11 24000 600000000 7500 22 0,777 0,799 0,914
452 11 24000 600000000 7500 24 0,817 0,799 0,914
453 11 24000 600000000 7500 26 0,721 0,799 0,914
454 11 24000 600000000 7500 28 0,832 0,799 0,914
455 11 24000 600000000 7500 30 0,812 0,799 0,914
456 11 24000 600000000 7500 32 0,752 0,799 0,914
457 11 24000 600000000 7500 34 0,841 0,799 0,914
458 11 24000 600000000 7500 36 0,868 0,799 0,914
459 11 24000 600000000 7500 38 0,871 0,799 0,914
460 11 24000 600000000 7500 40 0,871 0,799 0,914
461 11 24000 600000000 7500 42 0,970 0,799 0,914
462 11 24000 600000000 7500 44 0,934 0,799 0,914
463 11 24000 600000000 7500 46 0,694 0,799 0,914
464 11 24000 600000000 7500 48 0,782 0,799 0,914
465 11 24000 600000000 7500 50 0,751 0,799 0,914
466 11 24000 600000000 7500 52 0,730 0,799 0,914
467 11 24000 600000000 7500 54 0,855 0,799 0,914
468 11 24000 600000000 7500 56 0,675 0,799 0,914
469 11 24000 600000000 7500 58 0,607 0,799 0,914
470 11 24000 600000000 7500 60 0,789 0,799 0,914
471 11 24000 600000000 7500 62 0,729 0,799 0,914
472 11 24000 600000000 7500 64 0,764 0,799 0,914
473 11 24000 600000000 7500 66 0,847 0,799 0,914
474 11 24000 600000000 7500 68 0,790 0,799 0,914
475 11 24000 600000000 7500 70 0,723 0,799 0,914
476 11 24000 600000000 7500 72 0,708 0,799 0,914
477 11 24000 600000000 7500 74 0,828 0,799 0,914
478 11 24000 600000000 7500 76 0,806 0,799 0,914
479 11 24000 600000000 7500 78 0,813 0,799 0,914
480 12 24000 600000000 8000 0 0,701 0,799 0,912
481 12 24000 600000000 8000 2 0,786 0,799 0,912
482 12 24000 600000000 8000 4 0,813 0,799 0,912
483 12 24000 600000000 8000 6 0,888 0,799 0,912
484 12 24000 600000000 8000 8 0,842 0,799 0,912
485 12 24000 600000000 8000 10 0,569 0,799 0,912
486 12 24000 600000000 8000 12 0,687 0,799 0,912
487 12 24000 600000000 8000 14 0,756 0,799 0,912
488 12 24000 600000000 8000 16 0,696 0,799 0,912
489 12 24000 600000000 8000 18 0,811 0,799 0,912
490 12 24000 600000000 8000 20 0,561 0,799 0,912
491 12 24000 600000000 8000 22 0,773 0,799 0,912
492 12 24000 600000000 8000 24 0,819 0,799 0,912
493 12 24000 600000000 8000 26 0,804 0,799 0,912
494 12 24000 600000000 8000 28 0,832 0,799 0,912
